"","STATE","COUNTY","CITY","ADDRESS","DATE","LAT","LON"
"11354","MICHIGAN","ALLEGAN","PULLMAN","5531 104TH ST",2004-05-26,42.483871,-86.082045
"11355","MICHIGAN","ALLEGAN","PULLMAN","963 52 STREET",2014-03-08,42.490803,-86.051804
"11356","MICHIGAN","ALLEGAN","SHELBYVILLE","122ND AVENUE",2009-04-07,42.581368,-85.543308
"11357","MICHIGAN","ALLEGAN","SHELBYVILLE","7TH STREET",2009-04-07,42.573946,-85.612776
"11358","MICHIGAN","ALLEGAN","SOUTH HAVEN","187 66TH STREET",2005-08-08,42.432595,-86.187576
"11359","MICHIGAN","ALLEGAN","WAYLAND","3539 7TH STREET",2011-03-07,42.677193,-85.613953
"11360","MICHIGAN","ALLEGAN","WAYLAND","3607 GARDEN STREET",2013-05-02,42.681769,-85.647203
"11361","MICHIGAN","ALLEGAN","WAYLAND","416 131ST STREET",2006-10-04,42.644978,-85.585125
"11362","MICHIGAN","ALPENA","ALPENA","201 SOUTH 12TH AVENUE 1",2014-02-13,45.070342,-83.446694
"11363","MICHIGAN","BARRY","BELLEVUE","8020 DAY ROAD",2008-02-20,42.438278,-85.131381
"11364","MICHIGAN","BARRY","CLOVERDALE","3231 CLOVERDALE RD",2005-06-09,42.546791,-85.398911
"11365","MICHIGAN","BARRY","DELTON","10995 SHELP LAKE DR",2005-12-02,42.507058,-85.503623
"11366","MICHIGAN","BARRY","DELTON","11922 COBB ROAD",2010-07-06,42.478147,-85.344523
"11367","MICHIGAN","BARRY","DELTON","6305 TIGER LILY DR",2005-12-20,42.561743,-85.48817
"11368","MICHIGAN","BARRY","DELTON","6305 TIGERLILY",2005-07-01,42.560452,-85.488461
"11369","MICHIGAN","BARRY","DELTON","6425 KELLER ROAD",2011-11-09,42.55942,-85.414638
"11370","MICHIGAN","BARRY","DELTON","6491 LINDSEY RD",2005-07-02,42.559669,-85.505839
"11371","MICHIGAN","BARRY","DELTON","6642 WREVER LANE",2010-07-06,42.499834,-85.40817
"11372","MICHIGAN","BARRY","DELTON","7495 CEDAR CREEK RD",2004-10-23,42.544065,-85.327514
"11373","MICHIGAN","BARRY","DELTON","7757 GUERNSEY LAKE ROAD",2010-09-14,42.54484,-85.441502
"11374","MICHIGAN","BARRY","DOWLING","8558 GURD RD",2005-04-19,42.528836,-85.317749
"11375","MICHIGAN","BARRY","HASTINGS","1295 STARR SCHOOL RD",2005-01-12,42.638561,-85.270868
"11376","MICHIGAN","BARRY","HASTINGS","1607 EAST DOWLING ROAD",2012-08-26,42.522399,-85.25613
"11377","MICHIGAN","BARRY","HASTINGS","1966 YECKLEY ROAD",2013-04-07,42.631362,-85.326484
"11378","MICHIGAN","BARRY","HASTINGS","210 NORTH PARK STREET",2013-08-17,42.650013,-85.292174
"11379","MICHIGAN","BARRY","HASTINGS","2940 LAWRENCE RD",2004-11-26,42.566053,-85.232915
"11380","MICHIGAN","BARRY","HASTINGS","302 THORN E ST",2005-01-29,42.651491,-85.283225
"11381","MICHIGAN","BARRY","HASTINGS","317 EAST BOND STREET",2013-11-20,42.643246,-85.283834
"11382","MICHIGAN","BARRY","HASTINGS","317 EAST STATE STREET",2013-06-13,42.648639,-85.283876
"11383","MICHIGAN","BARRY","HASTINGS","3846 SOUTH M-43 HIGHWAY",2011-01-13,42.597001,-85.354258
"11384","MICHIGAN","BARRY","HASTINGS","420 EAST MADISON STREET",2011-12-02,42.642342,-85.282342
"11385","MICHIGAN","BARRY","HASTINGS","55 SUNDAGO PARK",2013-07-03,42.623769,-85.195752
"11386","MICHIGAN","BARRY","HASTINGS","602 EAST GREEN STREET",2013-06-21,42.645974,-85.27992
"11387","MICHIGAN","BARRY","HICKORY CORNERS","15467 RICH LANE",2008-09-17,42.441639,-85.387642
"11388","MICHIGAN","BARRY","NASHVILLE","107 NORTH MAIN STREET",2011-05-13,42.603413,-85.09353
"11389","MICHIGAN","BARRY","NASHVILLE","409 LENTZ STREET",2013-07-06,42.606566,-85.086118
"11390","MICHIGAN","BARRY","NASHVILLE","844 SHERMAN",2013-09-27,42.603456,-85.080635
"11391","MICHIGAN","BARRY","PLAINWELL","11321 9 MILE ROAD",2008-12-12,42.549621,-85.509974
"11392","MICHIGAN","BARRY","PLAINWELL","11321 9 MILE ROAD",2009-04-02,42.549621,-85.509974
"11393","MICHIGAN","BARRY","PLAINWELL","11604 PEACH TREE STREET",2014-01-18,42.500421,-85.537927
"11394","MICHIGAN","BARRY","PLAINWELL","12372 SUNSET CIRCLE",2011-08-14,42.490331,-85.532567
"11395","MICHIGAN","BARRY","SHELBYVILLE","6583 BOULTER RD",2005-12-05,42.55843,-85.519093
"11396","MICHIGAN","BARRY","SHELBYVILLE","7120 MARSH RD",2005-12-05,42.552986,-85.515838
"11397","MICHIGAN","BARRY","WAYLAND","129924 RISON DRIVE",2010-06-23,42.638206,-85.542777
"11398","MICHIGAN","BAY","BAY CITY","1003 FLORENCE E ST 2",2004-10-02,43.607563,-83.896069
"11399","MICHIGAN","BENZIE","BENZONIA","4 SEASONS ROAD",2013-12-12,44.62918,-86.093867
"11400","MICHIGAN","BENZIE","THOMPSONVILLE","5626 THOMPSONVILLE S RD",2004-07-09,44.520455,-85.937001
"11401","MICHIGAN","BENZIE","THOMPSONVILLE","5660 THOMPSONVILLE S RD",2004-10-06,44.520455,-85.937001
"11402","MICHIGAN","BERRIEN","BENTON HARBOR","2026 HATCH STREET",2012-08-24,42.133591,-86.410861
"11403","MICHIGAN","BERRIEN","BENTON HARBOR","2390 EAST EUCLID AVENUE",2012-08-15,42.144883,-86.401102
"11404","MICHIGAN","BERRIEN","BENTON HARBOR","2699 SOUTH M-139 HIGHWAY 140",2009-05-09,42.070118,-86.436495
"11405","MICHIGAN","BERRIEN","BENTON HARBOR","3398 RIVERSIDE ROAD",2007-09-10,42.173182,-86.38853
"11406","MICHIGAN","BERRIEN","BENTON HARBOR","438 MILLBURG DRIVE",2007-11-11,42.115583,-86.335719
"11407","MICHIGAN","BERRIEN","BENTON HARBOR","4739 NORTH STREET",2010-07-21,42.12363,-86.342577
"11408","MICHIGAN","BERRIEN","BENTON HARBOR","478 GARY AVE",2004-04-11,42.080357,-86.464785
"11409","MICHIGAN","BERRIEN","BENTON HARBOR","573 MIDWAY 2",2012-08-27,42.124119,-86.418632
"11410","MICHIGAN","BERRIEN","BRIDGMAN","9240 JERICHO RD",2005-09-18,41.951241,-86.533419
"11411","MICHIGAN","BERRIEN","BUCHANAN","1005 VICTORY STREET",2012-01-01,41.837506,-86.355359
"11412","MICHIGAN","BERRIEN","BUCHANAN","2980 OAK FOREST ROAD",2008-06-16,41.769456,-86.387171
"11413","MICHIGAN","BERRIEN","BUCHANAN","406 WEST ROE STREET",2008-07-18,41.825879,-86.369231
"11414","MICHIGAN","BERRIEN","BUCHANAN","609 WEST 4TH STREET 28",2007-10-11,41.832642,-86.373961
"11415","MICHIGAN","BERRIEN","BUCHANAN","803 NORTH RED BUD TRAIL",2007-07-26,41.835533,-86.358174
"11416","MICHIGAN","BERRIEN","COLOMA","4241 EAST THAR ROAD",2008-09-29,42.200658,-86.355686
"11417","MICHIGAN","BERRIEN","COLOMA","5394 PAW PAW LAKE ROAD",2010-04-01,42.208306,-86.287331
"11418","MICHIGAN","BERRIEN","COLOMA","5632 JILL ANNE DRIVE",2007-04-25,42.173748,-86.322018
"11419","MICHIGAN","BERRIEN","COLOMA","5949 NORTH COLOMA ROAD",2010-04-13,42.229779,-86.301477
"11420","MICHIGAN","BERRIEN","COLOMA","6275 CENTRAL AVENUE 3",2012-10-25,42.225598,-86.374452
"11421","MICHIGAN","BERRIEN","COLOMA","7142 ARIES LANE",2011-10-19,42.241248,-86.358487
"11422","MICHIGAN","BERRIEN","COLOMA","7180 ARIES LANE",2011-06-15,42.241581,-86.358085
"11423","MICHIGAN","BERRIEN","EAU CLAIRE","5534 PARKWAY DRIVE",2010-12-12,42.076234,-86.323809
"11424","MICHIGAN","BERRIEN","EAU CLAIRE","5582 TOUSLEY DRIVE",2011-01-03,42.077143,-86.322838
"11425","MICHIGAN","BERRIEN","EAU CLAIRE","6220 APPLE STREET",2010-11-21,41.986502,-86.306408
"11426","MICHIGAN","BERRIEN","NILES","1010 FERRY STREET",2007-09-24,41.831677,-86.247412
"11427","MICHIGAN","BERRIEN","NILES","1027 HERBERT",2008-09-07,41.818065,-86.228135
"11428","MICHIGAN","BERRIEN","NILES","1101.5 CEDAR STREET",2012-07-25,41.828953,-86.255509
"11429","MICHIGAN","BERRIEN","NILES","301 17TH STREET C",2008-11-14,41.825064,-86.234748
"11430","MICHIGAN","BERRIEN","NILES","902 OAK STREET",2010-07-21,41.826882,-86.249021
"11431","MICHIGAN","BERRIEN","NILES","904 SYCAMORE STREET",2011-12-02,41.830734,-86.248881
"11432","MICHIGAN","BERRIEN","SAINT JOSEPH","819 HIGHLAND AVENUE",2012-07-24,42.085355,-86.484893
"11433","MICHIGAN","BERRIEN","SODUS","3101 RIVER RD 09",2004-09-08,42.043492,-86.369875
"11434","MICHIGAN","BERRIEN","STEVENSVILLE","604 WEST JOHN BEERS ROAD",2007-04-19,42.014528,-86.468091
"11435","MICHIGAN","BERRIEN","STEVENSVILLE","604 WEST JOHN REERR ROAD",2006-12-08,42.013533,-86.520556
"11436","MICHIGAN","BERRIEN","WATERVLIET","5355 M-140 N",2004-10-05,42.210463,-86.243642
"11437","MICHIGAN","BRANCH","BRISTOL","603 STONEY POINT DRIVE",2008-12-30,44.103901,-85.583603
"11438","MICHIGAN","BRANCH","BRONSON","1167 HOLLOW ROAD",2007-05-30,41.867038,-85.264213
"11439","MICHIGAN","BRANCH","BRONSON","216 BUCAHANON STREET",2011-02-07,41.872351,-85.194684
"11440","MICHIGAN","BRANCH","BRONSON","273 WEST SOUTHERN ROAD",2006-07-24,41.781994,-85.092511
"11441","MICHIGAN","BRANCH","BRONSON","438 NORTH WALKER STREET",2010-08-30,41.875352,-85.196536
"11442","MICHIGAN","BRANCH","BRONSON","529 WEST CHICAGO ROAD",2008-12-19,41.871077,-85.202499
"11443","MICHIGAN","BRANCH","BRONSON","602 SOUTH PARHAM ROAD",2009-05-13,41.824234,-85.165001
"11444","MICHIGAN","BRANCH","COLDWATER","125 EAST WASHINGTON STREET",2007-12-29,41.936981,-84.995052
"11445","MICHIGAN","BRANCH","COLDWATER","134 WEST COLON ROAD B",2012-02-18,41.943559,-85.066009
"11446","MICHIGAN","BRANCH","COLDWATER","156 WEST CLARKE AVENUE",2012-06-18,41.951816,-85.0064
"11447","MICHIGAN","BRANCH","COLDWATER","196 NORTH ANGOLA ROAD 2",2008-04-07,41.912283,-85.00503
"11448","MICHIGAN","BRANCH","COLDWATER","200 EAST GARFIELD ROAD 232",2008-10-30,41.927176,-85.039734
"11449","MICHIGAN","BRANCH","COLDWATER","204 HENRY STREET",2012-02-03,41.94429,-85.015038
"11450","MICHIGAN","BRANCH","COLDWATER","232 NASH II RD",2005-08-15,41.926544,-85.068434
"11451","MICHIGAN","BRANCH","COLDWATER","243 WEST CHICAGO STREET 2",2008-11-23,41.942342,-85.011343
"11452","MICHIGAN","BRANCH","COLDWATER","247 EAST WASHINGTON STREET",2008-09-07,41.936533,-84.992376
"11453","MICHIGAN","BRANCH","COLDWATER","30 PINE TREE LANE G",2008-12-27,41.934928,-84.986338
"11454","MICHIGAN","BRANCH","COLDWATER","330 WEST PEARL STREET #8",2007-11-02,41.941506,-85.014471
"11455","MICHIGAN","BRANCH","COLDWATER","343 PARADINE RD `",2006-01-13,41.851128,-85.013958
"11456","MICHIGAN","BRANCH","COLDWATER","382 NORTH FREMONT ROAD",2008-06-02,41.937174,-84.931875
"11457","MICHIGAN","BRANCH","COLDWATER","531 ROCKY RIDGE DRIVE",2013-10-05,41.940611,-85.000721
"11458","MICHIGAN","BRANCH","COLDWATER","57 DIVISION STREET",2008-03-07,41.938352,-85.001429
"11459","MICHIGAN","BRANCH","COLDWATER","647 JONESVILLE ROAD",2008-04-08,41.985539,-84.952463
"11460","MICHIGAN","BRANCH","COLDWATER","89 SMITH STREET",2008-04-08,41.944936,-84.994333
"11461","MICHIGAN","BRANCH","COLON","938 HEIGHTS DRIVE",2010-08-24,42.013319,-85.276767
"11462","MICHIGAN","BRANCH","MONTGOMERY","1057 PAUL RD",2004-05-24,41.781815,-84.872809
"11463","MICHIGAN","BRANCH","MONTGOMERY","202 SOUTH MAIN STREET",2006-09-15,41.775238,-84.803884
"11464","MICHIGAN","BRANCH","QUINCY","1004 ANNIN ROAD",2010-02-27,42.036561,-84.883774
"11465","MICHIGAN","BRANCH","QUINCY","1045 GROVE RD",2004-11-03,41.834195,-84.872943
"11466","MICHIGAN","BRANCH","QUINCY","2580 PIERCE ROAD",2006-07-21,41.88923,-84.816032
"11467","MICHIGAN","BRANCH","QUINCY","563 SOUTH RAY QUINCY ROAD",2007-08-31,41.832735,-84.880385
"11468","MICHIGAN","BRANCH","SHERWOOD","1022 DUNKS ROAD",2008-07-22,42.006021,-85.244975
"11469","MICHIGAN","BRANCH","SHERWOOD","360 CHIPPEWA CIRCLE DRIVE",2008-07-21,42.000433,-85.239308
"11470","MICHIGAN","BRANCH","SHERWOOD","363 CHIPPEWA CIRCLE",2006-06-06,42.053776,-85.258134
"11471","MICHIGAN","BRANCH","SHERWOOD","849 VOGEL DRIVE",2008-06-09,42.010381,-85.256641
"11472","MICHIGAN","BRANCH","SHERWOOD","862 VAN WARMER ROAD",2011-12-13,42.00649,-85.200347
"11473","MICHIGAN","BRANCH","TEKONSHA","1169 NORTH MARSHALL",2007-11-07,42.053921,-85.001172
"11474","MICHIGAN","BRANCH","TEKONSHA","494 HERRICKSVILL E",2010-12-13,42.095999,-84.988634
"11475","MICHIGAN","BRANCH","UNION CITY","2015 TACOMA DR",2005-10-07,42.042874,-85.189755
"11476","MICHIGAN","BRANCH","UNION CITY","213 CREEK ROAD",2011-01-25,42.013482,-85.08236
"11477","MICHIGAN","CALHOUN","ATHENS","304 AVENUE A S",2006-02-20,42.087434,-85.23555
"11478","MICHIGAN","CALHOUN","BATTLE CREEK","10 CHARLOTTE STREET",2010-04-21,42.332969,-85.15608
"11479","MICHIGAN","CALHOUN","BATTLE CREEK","1302 LAKEVIEW AVENUE 32",2012-06-05,42.298813,-85.220851
"11480","MICHIGAN","CALHOUN","BATTLE CREEK","135 KELWOOD",2013-09-08,42.29404,-85.215535
"11481","MICHIGAN","CALHOUN","BATTLE CREEK","141 NORTH MASON AVENUE",2012-08-26,42.356356,-85.242307
"11482","MICHIGAN","CALHOUN","BATTLE CREEK","165 NELSTON STREET",2007-11-06,42.31918,-85.182454
"11483","MICHIGAN","CALHOUN","BATTLE CREEK","189 SWEDISH ST",2004-03-10,42.358857,-85.234548
"11484","MICHIGAN","CALHOUN","BATTLE CREEK","19387 MCALLISTER ROAD",2008-10-23,42.353169,-85.122099
"11485","MICHIGAN","CALHOUN","BATTLE CREEK","214 BEULAH AVENUE",2007-09-21,42.361026,-85.272285
"11486","MICHIGAN","CALHOUN","BATTLE CREEK","221 HOWLAND AVENUE",2013-09-26,42.334341,-85.193794
"11487","MICHIGAN","CALHOUN","BATTLE CREEK","274 BORDEN DRIVE",2008-11-15,42.343988,-85.171852
"11488","MICHIGAN","CALHOUN","BATTLE CREEK","29 EAST KINGMAN AVENUE",2011-03-06,42.305066,-85.168386
"11489","MICHIGAN","CALHOUN","BATTLE CREEK","305 ONEITA STREET",2011-06-15,42.341569,-85.197281
"11490","MICHIGAN","CALHOUN","BATTLE CREEK","320 BURR STREET",2010-04-19,42.310111,-85.209782
"11491","MICHIGAN","CALHOUN","BATTLE CREEK","3218 WEST MICHIGAN AVENUE",2009-05-06,42.358476,-85.272486
"11492","MICHIGAN","CALHOUN","BATTLE CREEK","329 VASS AVENUE",2008-07-07,42.32378,-85.13538
"11493","MICHIGAN","CALHOUN","BATTLE CREEK","33 NORTH MCCAMLY STREET",2009-04-14,42.321614,-85.182917
"11494","MICHIGAN","CALHOUN","BATTLE CREEK","51 MOTT",2008-02-05,42.310029,-85.169906
"11495","MICHIGAN","CALHOUN","BATTLE CREEK","51 MOTT STREET",2007-12-18,42.310214,-85.169897
"11496","MICHIGAN","CALHOUN","BATTLE CREEK","5533 EAST PARADISE ROAD",2008-09-05,42.227987,-85.189058
"11497","MICHIGAN","CALHOUN","BATTLE CREEK","596 WESTBROOK",2004-10-01,42.324701,-85.1286
"11498","MICHIGAN","CALHOUN","BATTLE CREEK","663 STAPHANIE STREET",2014-03-08,42.355821,-85.252657
"11499","MICHIGAN","CALHOUN","BATTLE CREEK","925 NORTHEAST CAPITAL AVENUE",2008-11-15,42.335039,-85.155362
"11500","MICHIGAN","CALHOUN","BURLINGTON","11776 DRIVE SOUTH N",2006-03-01,42.10787,-85.078319
"11501","MICHIGAN","CALHOUN","BURLINGTON","2376 6 1/2 MILE ROAD",2013-06-09,42.109655,-85.060383
"11502","MICHIGAN","CALHOUN","BURLINGTON","8229 M S DR",2004-06-06,42.10787,-85.078319
"11503","MICHIGAN","CALHOUN","FULTON","1977 S DR S",2006-01-05,42.111772,-85.255845
"11504","MICHIGAN","CALHOUN","HOMER","23141 SOUTH H DRIVE",2010-06-30,42.188613,-84.854378
"11505","MICHIGAN","CALHOUN","HOMER","315 WEST EVERETT STREET",2008-01-20,42.144234,-84.812562
"11506","MICHIGAN","CALHOUN","HOMER","430 BYRON S ST 130",2006-02-03,42.146837,-84.808919
"11507","MICHIGAN","CALHOUN","OLIVET","23330 22 MILE ROAD",2010-04-14,42.416336,-84.868597
"11508","MICHIGAN","CALHOUN","OLIVET","23590 NORTH T DRIVE",2010-07-15,42.392455,-84.839175
"11509","MICHIGAN","CALHOUN","SPRINGFIELD","1145 HARMONIA ROAD LOT#30",2014-02-10,42.33312,-85.239831
"11510","MICHIGAN","CALHOUN","SPRINGFIELD","221 KIRKWOOD AVENUE",2012-07-22,42.313226,-85.228012
"11511","MICHIGAN","CALHOUN","SPRINGFIELD","254 REYNOLDS ROAD",2007-12-18,42.314333,-85.215701
"11512","MICHIGAN","CALHOUN","SPRINGFIELD","272 NORTH 22ND STREET",2013-09-05,42.315161,-85.222242
"11513","MICHIGAN","CALHOUN","SPRINGFIELD","4 CINDERELLA",2013-10-06,42.331666,-85.269021
"11514","MICHIGAN","CALHOUN","SPRINGFIELD","463 NORTH 25TH STREET",2011-02-06,42.325842,-85.225509
"11515","MICHIGAN","CALHOUN","SPRINGFIELD","59 BRIARCLIFF",2014-02-10,42.33467,-85.266963
"11516","MICHIGAN","CALHOUN","TEKONSHA","1169 MARSHALL ROAD",2006-01-25,42.052575,-85.001183
"11517","MICHIGAN","CALHOUN","TEKONSHA","2229 19 1/2 MILE RD",2004-04-22,42.107098,-84.909616
"11518","MICHIGAN","CALHOUN","UNION CITY","300 TURTLE LAKE ROAD",2007-10-08,42.114285,-85.123995
"11519","MICHIGAN","CALHOUN","UNION CITY","536 10 1/2 MILE ROAD",2014-03-21,42.106641,-85.094683
"11520","MICHIGAN","CASS","CASSOPOLIS","19124 NORTHROP STREET",2009-05-15,41.86993,-85.947435
"11521","MICHIGAN","CASS","CASSOPOLIS","19866 CHAIN LAKE ST",2004-09-30,41.861116,-85.950715
"11522","MICHIGAN","CASS","CASSOPOLIS","20151 BULHAND ROAD",2007-04-17,41.825758,-85.983164
"11523","MICHIGAN","CASS","CASSOPOLIS","65668 BRICK CHURCH ROAD",2010-02-22,41.843652,-86.005709
"11524","MICHIGAN","CASS","DOWAGIAC","206 THIRD AVENUE",2013-12-06,41.974076,-86.110007
"11525","MICHIGAN","CASS","DOWAGIAC","210 SOUTH PAUL STREET",2008-11-29,41.981474,-86.121974
"11526","MICHIGAN","CASS","DOWAGIAC","24218 MAIN W ST",2004-08-30,42.054808,-86.034253
"11527","MICHIGAN","CASS","DOWAGIAC","25259 70TH STREET",2007-09-27,42.028633,-86.054752
"11528","MICHIGAN","CASS","DOWAGIAC","305 WOODEN AVENUE",2008-08-09,41.986023,-86.122974
"11529","MICHIGAN","CASS","DOWAGIAC","520 MAIN STREET",2010-01-11,41.983994,-86.114819
"11530","MICHIGAN","CASS","DOWAGIAC","54018 M 51 N",2004-11-02,42.001676,-86.107369
"11531","MICHIGAN","CASS","DOWAGIAC","62296 ANDERSON ROAD",2008-03-13,41.905029,-86.127022
"11532","MICHIGAN","CASS","EDWARDSBURG","17476 STARBRICK STREET",2007-09-01,41.780874,-85.907938
"11533","MICHIGAN","CASS","EDWARDSBURG","19311 US 12 LOT 38",2004-08-24,41.797071,-86.083139
"11534","MICHIGAN","CASS","EDWARDSBURG","26967 US 12",2014-03-06,41.797666,-86.086834
"11535","MICHIGAN","CASS","EDWARDSBURG","27532 MAY STREET",2010-04-20,41.782078,-86.099752
"11536","MICHIGAN","CASS","EDWARDSBURG","68782 CLAIRE STREET",2007-05-08,41.797814,-86.092169
"11537","MICHIGAN","CASS","EDWARDSBURG","69369 CASSOPOLIS ROAD",2008-08-22,41.791289,-85.974156
"11538","MICHIGAN","CASS","JONES","10838 BORN ST",2005-03-22,41.925676,-85.781938
"11539","MICHIGAN","CASS","JONES","14251 EAST CHAPEL HILL STREET",2006-09-28,41.809318,-85.844794
"11540","MICHIGAN","CASS","MARCELLUS","13784 WATERSTRADT STREET",2008-06-18,41.998063,-85.834312
"11541","MICHIGAN","CASS","MARCELLUS","16924 FINCH ROAD",2008-11-26,42.044189,-85.88606
"11542","MICHIGAN","CASS","MARCELLUS","19175 CHURCH STREET",2013-10-16,42.012377,-85.916097
"11543","MICHIGAN","CASS","MARCELLUS","393 EAST MAIN STREET",2008-01-14,42.026941,-85.810258
"11544","MICHIGAN","CASS","MARCELLUS","50346 SHELDON CREEK ROAD",2008-05-30,42.059596,-85.777355
"11545","MICHIGAN","CASS","MARCELLUS","55234 DAY RD",2005-05-27,41.997951,-85.741928
"11546","MICHIGAN","CASS","NILES","2658 ALANE COURT",2007-07-15,41.858044,-86.180119
"11547","MICHIGAN","CASS","NILES","29112 FOLLMER STREET",2010-09-11,41.796839,-86.130217
"11548","MICHIGAN","CASS","NILES","61001 INDIAN LAKE ROAD",2008-10-02,41.913082,-86.208061
"11549","MICHIGAN","CASS","UNION","69611 SUNSET BOULEVARD 1",2005-09-15,41.786502,-85.822683
"11550","MICHIGAN","CASS","UNION","69728 UNION STREET",2007-07-18,41.772833,-85.872147
"11551","MICHIGAN","CASS","VANDALIA","16819 WILLIAMSVILLE STREET",2013-12-05,41.869313,-85.86547
"11552","MICHIGAN","CASS","VANDALIA","18016 WOOD STREET",2007-05-14,41.916099,-85.915714
"11553","MICHIGAN","CASS","VANDALIA","61482 DONALD ROAD",2007-05-09,41.918907,-85.913101
"11554","MICHIGAN","CASS","WHITE PIGEON","76063 SOUTH RIVER ROAD",2014-01-12,41.793969,-85.769979
"11555","MICHIGAN","CHEBOYGAN","CHEBOYGAN","1127 MACKINAW AVENUE",2013-04-04,45.652564,-84.484035
"11556","MICHIGAN","CHEBOYGAN","WOLVERINE","5844 MAPLE STREET",2010-07-16,45.274068,-84.60672
"11557","MICHIGAN","CHIPPEWA","SAULT STE MARIE","2309 ANDARY AVENIDA",2014-01-09,46.4953,-84.345299
"11558","MICHIGAN","CLARE","CLARE","128 EAST 4TH STREET",2011-11-12,43.818749,-84.767977
"11559","MICHIGAN","CLARE","HARRISON","1970 JILL-JANET ROAD",2012-09-11,44.056485,-84.815668
"11560","MICHIGAN","CLARE","HARRISON","2805 HAYES ROAD",2006-10-12,44.030088,-84.730019
"11561","MICHIGAN","CLARE","HARRISON","3845 LAPHAM ROAD",2006-02-23,44.043569,-84.819493
"11562","MICHIGAN","CLARE","HARRISON","7486 EAST TOWNLINE LAKE ROAD",2008-06-03,44.032034,-84.702967
"11563","MICHIGAN","CLARE","LAKE","11140 DEBBIE DEE ROAD",2013-05-07,43.890051,-85.072861
"11564","MICHIGAN","CLARE","LAKE","8085 MCKINLEY AVENUE",2006-08-08,43.866885,-84.988918
"11565","MICHIGAN","CLINTON","EAGLE","12655 WEST GRAND RIVER",2010-12-14,42.810369,-84.78985
"11566","MICHIGAN","CLINTON","OVID","1505 NORTH ST. CLAIR ROAD",2012-10-26,43.008084,-84.445272
"11567","MICHIGAN","CLINTON","SAINT JOHNS","410 WIGHT STREET 3",2014-03-18,42.997234,-84.55719
"11568","MICHIGAN","CLINTON","SAINT JOHNS","609 MORTON STREET LOT16",2012-07-23,42.993214,-84.566284
"11569","MICHIGAN","EATON","CHARLOTTE","228 VAN LIEU STREET",2012-11-12,42.561531,-84.849849
"11570","MICHIGAN","EATON","CHARLOTTE","3338 CARLISLE HIGHWAY",2010-12-23,42.553556,-84.902005
"11571","MICHIGAN","EATON","CHARLOTTE","402 WEST STODDARD STREET",2007-02-09,42.566557,-84.839903
"11572","MICHIGAN","EATON","CHARLOTTE","4208 SOUTH STINE ROAD",2012-02-23,42.506666,-84.895077
"11573","MICHIGAN","EATON","CHARLOTTE","421 MERRITT STREET G",2011-11-12,42.557488,-84.827245
"11574","MICHIGAN","EATON","CHARLOTTE","712 CLINTON S ST",2005-02-22,42.563954,-84.835889
"11575","MICHIGAN","EATON","CHARLOTTE","833 5 POINT W HWY",2005-04-28,42.563954,-84.835889
"11576","MICHIGAN","EATON","EATON RAPIDS","8230 SPICERVILLE E HWY",2005-02-25,42.494411,-84.671219
"11577","MICHIGAN","EATON","LANSING","521 CHANTICLEER CIRCLE",2011-08-30,42.72802,-84.628327
"11578","MICHIGAN","EATON","LANSING","7077 WILLIAMS ROAD",2012-07-11,42.670233,-84.622757
"11579","MICHIGAN","EATON","MULLIKEN","190 A & B CHARLOTTE A",2010-08-03,42.76224,-84.896341
"11580","MICHIGAN","EATON","SPRINGPORT","2705 EAST BUTTERFIELD",2011-02-08,42.43611,-84.784274
"11581","MICHIGAN","EATON","VERMONTVILLE","10320 WEST VERMONTVILLE HIGHWAY",2009-04-04,42.629604,-85.041844
"11582","MICHIGAN","EATON","VERMONTVILLE","875 LINDEN STREET",2007-05-22,42.617531,-85.028424
"11583","MICHIGAN","EMMET","BATTLE CREEK","135 WATTS",2010-09-14,42.3097,-85.131971
"11584","MICHIGAN","EMMET","PETOSKEY","1317 CRESTVIEW STREET APT 30",2013-02-03,45.359972,-84.966924
"11585","MICHIGAN","GENESEE","BURTON","4155 FENTON ROAD 24",2011-04-07,42.969738,-83.692811
"11586","MICHIGAN","GENESEE","CLIO","7061 VIENNA W RD 31",2005-09-21,43.177045,-83.816051
"11587","MICHIGAN","GENESEE","FLINT","1151 WEST PRINCETON AVENUE",2006-12-07,43.085691,-83.699796
"11588","MICHIGAN","GENESEE","FLINT","1369 WEST PRINCETON AVENIDA",2013-04-23,43.00992,-83.685109
"11589","MICHIGAN","GENESEE","FLINT","1549 EAST ATHERTON STREET",2010-09-18,42.989195,-83.650029
"11590","MICHIGAN","GENESEE","FLINT","2477 HAETHERLY AVENUE",2013-08-01,43.023135,-83.730773
"11591","MICHIGAN","GENESEE","FLINT","2701 BRANCH STREET 118",2012-01-24,43.039634,-83.650495
"11592","MICHIGAN","GENESEE","FLINT","3030 EAST HEMPHILL 209",2011-08-07,42.98194,-83.652409
"11593","MICHIGAN","GENESEE","FLINT","338 ALLENDALE PLACE",2012-01-12,43.012105,-83.726877
"11594","MICHIGAN","GENESEE","FLINT","5130 EAST BOULEVARD ROAD",2013-04-16,43.061492,-83.660273
"11595","MICHIGAN","GENESEE","RICHFIELD CENTER","4390 NORTH IRISH 549",2010-12-10,43.092804,-83.518285
"11596","MICHIGAN","GLADWIN","BEAVERTON","110 WEST KNOX STREET 403",2011-08-25,43.881323,-84.4839
"11597","MICHIGAN","GLADWIN","GLADWIN","435 CEDAR E AVE",2005-01-02,43.980589,-84.482079
